,exon_skipping,alternative_donor_site,alternative_acceptor_site,intron_retention,mutually_exclusive_exon,alternative_first_exon,alternative_last_exon,mutually_exclusive_exon-alternative_first_exon,mutually_exclusive_exon-alternative_last_exon
GO:1902683,0,0,1,0,0,0,0,0,0
GO:1900272,0,0,1,0,0,0,0,0,0
GO:1900271,0,0,1,0,0,0,0,0,0
GO:0150076,1,0,1,0,0,0,0,0,0
GO:0090322,2,0,1,1,0,0,2,0,2
GO:0071635,0,0,1,0,0,0,0,0,0
GO:0070664,1,0,0,1,0,0,1,0,0
GO:0061900,1,0,1,0,0,0,0,0,0
GO:0050672,1,0,0,0,0,0,1,0,0
GO:0048678,0,0,1,0,0,0,0,0,0
GO:0045672,0,0,1,0,0,0,0,0,0
GO:0045670,0,0,1,0,0,0,0,0,0
GO:0043277,0,0,1,0,0,0,0,0,0
GO:0042119,0,0,1,0,0,0,0,0,0
GO:0042116,1,1,1,0,0,0,0,0,0
GO:0036230,0,0,1,0,0,0,0,0,0
GO:0032945,1,0,0,1,0,0,1,0,0
GO:0032930,2,0,1,1,0,0,2,0,2
GO:0032928,2,0,1,1,0,0,2,0,2
GO:0032911,0,0,1,0,0,0,0,0,0
GO:0032908,0,0,1,0,0,0,0,0,0
GO:0032816,0,0,1,0,0,0,0,0,0
GO:0032814,0,0,1,0,0,0,0,0,0
GO:0032760,1,1,1,0,0,0,1,0,0
GO:0032755,1,2,1,0,0,0,2,0,0
GO:0032732,1,1,1,0,0,0,1,0,2
GO:0032731,1,1,1,0,0,0,1,0,2
GO:0032693,0,0,1,0,0,0,0,0,0
GO:0032680,2,1,1,0,0,0,1,1,0
GO:0032675,2,2,1,0,0,0,2,1,0
GO:0032653,1,0,1,0,0,0,0,0,0
GO:0032652,2,1,1,0,0,0,1,1,2
GO:0032651,1,1,1,0,0,0,1,0,2
GO:0006909,0,0,1,0,0,0,0,0,0
GO:0002888,0,0,1,0,0,0,0,0,0
GO:0002886,0,0,1,0,0,0,0,0,0
GO:0002705,1,1,2,0,0,0,1,0,0
GO:0002699,1,1,2,0,0,0,1,0,0
GO:0002366,1,0,1,0,0,0,0,0,0
GO:0002283,0,0,1,0,0,0,0,0,0
GO:0002282,0,0,1,0,0,0,0,0,0
GO:0002281,0,0,1,0,0,0,0,0,0
GO:0002275,0,0,1,0,0,0,0,0,0
GO:0002274,1,1,0,0,0,0,0,0,1
GO:0002269,1,0,1,0,0,0,0,0,0
GO:0002263,1,0,1,0,0,0,0,0,0
GO:0002252,0,0,1,1,0,0,1,0,0
GO:0001912,0,0,1,0,0,0,0,0,0
GO:0001818,2,0,0,0,0,0,1,1,0
GO:0001774,1,0,1,0,0,0,0,0,0
GO:1901265,5,2,2,0,0,1,2,0,0
GO:0000166,5,2,2,0,0,1,2,0,0
GO:0005521,1,0,0,0,0,1,0,0,0
GO:0071456,1,0,0,0,0,0,1,0,0
GO:0071453,1,0,0,0,0,0,1,0,0
GO:0070482,1,0,0,0,0,0,1,0,0
GO:0036294,1,0,0,0,0,0,1,0,0
GO:0036293,1,0,0,0,0,0,1,0,0
GO:0016241,1,1,0,0,0,0,1,0,0
GO:0016239,1,1,0,0,0,0,1,0,0
GO:0010508,1,1,0,0,0,0,1,0,0
GO:0010506,1,1,0,0,0,0,1,0,0
GO:0001666,1,0,0,0,0,0,1,0,0
GO:0008083,3,1,0,0,0,0,3,0,0
GO:0022411,1,1,0,0,0,0,1,0,0
GO:0061919,1,0,0,0,0,0,1,0,0
GO:0006914,1,0,0,0,0,0,1,0,0
GO:0022603,4,0,1,0,0,3,2,0,1
GO:0010639,2,0,0,0,0,0,1,0,0
GO:0010823,1,0,0,0,0,0,0,0,0
GO:0010035,6,0,1,0,0,5,2,0,0
GO:0071241,2,0,1,0,0,0,1,0,0
GO:0010038,3,0,1,0,0,5,1,0,0
GO:0071248,1,0,1,0,0,0,0,0,0
GO:1901215,2,0,0,0,0,0,1,0,1
GO:0043524,2,0,0,0,0,0,1,0,1
GO:0007034,1,0,1,0,0,0,0,0,2
GO:0007041,1,0,1,0,0,0,0,0,1
GO:1905953,0,0,0,1,0,0,0,0,0
GO:0010745,0,0,0,1,0,0,0,0,0
GO:0010743,0,0,0,1,0,0,0,0,0
GO:0048839,3,0,0,0,0,1,0,0,1
GO:0009913,2,0,0,0,0,0,0,0,0
GO:0008544,2,0,0,0,0,0,0,0,0
GO:0060113,2,0,0,0,0,0,0,0,0
GO:0042490,2,0,0,0,0,0,0,0,0
GO:0042491,2,0,0,0,0,0,0,0,0
GO:0035315,2,0,0,0,0,0,0,0,0
GO:0032266,1,0,0,0,0,0,0,0,0
GO:1905394,1,0,0,0,0,0,0,0,0
GO:0019903,1,0,0,0,0,0,0,0,0
GO:0019902,2,0,0,0,0,1,0,0,0
GO:0030904,1,0,0,0,0,0,0,0,0
GO:0007369,0,0,0,0,0,0,0,1,0
GO:0001667,1,0,0,0,0,1,0,0,0
GO:0009225,0,0,0,0,0,0,0,1,0
GO:0015020,0,0,0,0,0,1,0,0,1
GO:0042594,0,0,0,0,0,1,0,0,0
GO:0009267,0,0,0,0,0,1,0,0,0
GO:0005811,0,0,0,0,0,1,0,0,0
GO:0072594,1,0,0,0,0,0,1,0,0
GO:0043112,1,0,0,0,0,0,1,0,0
GO:0062197,6,1,1,0,0,0,1,0,0
GO:0006979,2,1,1,0,0,0,1,0,0
GO:0034599,6,1,1,0,0,0,1,0,0
GO:0034614,5,0,1,0,0,0,0,0,0
GO:0000302,5,0,1,0,0,0,0,0,0
GO:0046982,1,0,0,0,0,0,0,0,0
GO:0045296,0,0,0,0,0,1,1,0,0
GO:0048284,1,0,0,0,0,0,0,0,0
GO:0016050,1,0,1,0,0,1,0,0,1
GO:0090174,1,0,0,0,0,0,0,0,0
GO:0061025,1,0,0,0,0,0,1,0,0
GO:0006906,1,0,0,0,0,0,0,0,0
GO:0007033,2,0,0,0,0,0,0,0,1
GO:0016236,1,0,0,0,0,0,1,0,0
GO:0051020,0,1,0,0,0,1,0,3,5
GO:1902115,0,0,0,0,0,1,1,0,0
GO:0034399,1,0,0,0,0,0,1,0,0
GO:0016363,1,0,0,0,0,0,1,0,0
GO:0008528,1,0,0,0,0,0,0,0,0
GO:0001653,2,0,1,0,0,0,0,1,1
GO:0097644,1,0,0,0,0,0,0,0,1
GO:0042562,2,0,1,0,0,0,0,1,2
GO:0017046,2,0,1,0,0,0,0,1,2
GO:0007189,2,0,0,0,0,0,0,0,3
GO:0007188,0,0,0,0,0,0,0,0,1
GO:0006897,2,0,1,0,0,1,1,0,2
GO:0006898,2,0,0,0,0,0,0,0,1
GO:2000351,1,0,0,0,0,0,1,0,0
GO:1904035,1,0,0,0,0,0,1,0,0
GO:0043114,1,0,0,0,0,0,1,0,0
GO:0009100,1,1,0,0,0,0,1,0,0
GO:0009101,1,1,0,0,0,0,1,0,0
GO:0010564,7,1,0,0,0,1,5,0,1
GO:1901987,4,1,1,0,0,1,5,0,1
GO:0045786,5,0,0,0,0,1,3,0,1
GO:0010948,4,0,0,0,0,1,2,0,1
GO:1901988,3,0,0,0,0,1,2,0,1
GO:0000075,3,0,0,0,0,1,2,0,1
GO:0042770,3,0,0,0,0,1,5,0,0
GO:0031570,0,0,0,0,0,1,1,0,0
GO:0000077,0,0,0,0,0,1,1,0,0
GO:0009314,3,2,0,0,0,0,4,0,1
GO:0015078,1,0,0,0,0,0,1,0,2
GO:0015295,0,0,0,0,0,0,1,0,1
GO:0006865,1,0,0,0,0,0,0,1,1
GO:0015807,2,0,0,0,0,2,0,0,1
GO:0072337,1,0,0,0,0,0,0,0,1
GO:0015804,2,0,0,0,0,2,0,1,0
GO:1903317,1,0,0,0,0,0,0,0,1
GO:0070613,1,0,0,0,0,0,0,0,1
GO:2000144,1,0,0,0,0,0,1,0,1
GO:2000142,1,0,0,0,0,0,1,0,1
GO:0050808,1,0,0,0,0,0,0,0,0
GO:0060306,1,0,0,0,0,1,1,0,0
GO:0043413,1,0,0,0,0,0,1,0,0
GO:0006486,1,0,0,0,0,0,1,0,0
GO:0031674,0,0,0,0,0,0,1,0,0
GO:0030018,0,0,0,0,0,0,1,0,0
GO:1902554,2,0,0,0,0,1,1,0,1
GO:0010975,2,0,0,0,0,3,0,0,0
GO:1904949,2,0,0,0,0,0,1,0,0
GO:0070603,2,0,0,0,0,0,1,0,0
GO:0046365,0,0,0,0,0,1,0,0,0
GO:0001836,1,0,0,0,0,0,1,0,0
GO:0006470,2,0,0,0,0,3,2,1,0
GO:0048306,0,0,0,0,0,0,1,0,0
GO:0017110,0,0,0,0,0,1,1,0,0
GO:0042552,2,0,0,0,0,3,0,0,0
GO:1901222,0,0,0,0,0,1,0,0,0
GO:0061512,0,0,0,0,0,1,0,0,0
GO:0097731,2,0,0,0,0,0,0,0,0
GO:0097730,2,0,0,0,0,0,0,0,0
GO:0002009,2,0,0,0,0,3,2,1,0
GO:0050890,1,1,0,0,0,0,1,0,0
GO:0007611,1,1,0,0,0,0,1,0,0
GO:0021915,3,0,0,0,0,1,1,0,0
GO:0060562,2,0,0,0,0,2,1,0,0
GO:0072175,1,0,0,0,0,1,0,0,0
GO:0060606,1,0,0,0,0,1,0,0,0
GO:0042596,0,0,0,0,0,1,0,0,0
GO:0033555,0,0,0,0,0,1,0,0,0
GO:0016331,1,0,1,0,0,1,1,0,0
GO:0014020,1,0,0,0,0,1,0,0,0
GO:0009416,2,1,0,0,0,0,2,0,1
GO:0008542,1,1,0,0,0,0,1,0,0
GO:0008306,1,1,0,0,0,0,1,0,0
GO:0007632,1,1,0,0,0,0,1,0,0
GO:0007612,1,1,0,0,0,0,1,0,0
GO:0002209,0,0,0,0,0,1,0,0,0
GO:0001843,1,0,0,0,0,1,0,0,0
GO:0001841,1,0,0,0,0,1,0,0,0
GO:0001838,1,0,1,0,0,1,0,0,0
GO:0001662,0,0,0,0,0,1,0,0,0
GO:0045930,4,0,0,0,0,1,2,0,1
GO:0051784,1,0,0,0,0,0,0,0,0
GO:0051783,3,0,0,0,0,0,1,0,0
GO:0045926,2,0,0,0,0,1,2,0,0
GO:0045839,1,0,0,0,0,0,0,0,0
GO:0030308,2,0,0,0,0,1,2,0,0
GO:0007088,3,0,0,0,0,0,1,0,0
GO:0032993,1,0,0,0,0,1,1,0,0
GO:1902493,0,0,0,0,0,0,1,0,0
GO:0031248,0,0,0,0,0,0,1,0,0
GO:0000123,0,0,0,0,0,0,1,0,0
GO:0070461,0,0,0,0,0,0,1,0,0
GO:0000124,0,0,0,0,0,0,1,0,0
GO:0016922,3,0,0,0,0,0,2,1,0
GO:0030522,2,0,0,0,0,0,2,1,0
GO:0016591,2,0,0,0,0,2,2,0,0
GO:0033276,0,0,0,0,0,0,1,0,0
GO:0030111,2,0,1,0,0,0,1,0,2
GO:0090263,2,0,0,0,0,0,1,0,1
GO:0060828,2,0,0,0,0,0,1,0,2
GO:0030177,2,0,0,0,0,0,1,0,2
GO:0032543,0,0,0,0,0,0,1,0,0
GO:0034227,0,0,0,0,0,0,2,0,0
GO:1901223,0,0,0,0,0,1,0,0,0
GO:0035970,0,0,0,0,0,1,0,0,0
GO:0016209,1,0,0,0,0,0,0,0,0
GO:0008430,1,0,0,0,0,0,1,0,0
GO:0072593,3,0,0,0,0,0,1,0,0
GO:0042744,1,0,0,0,0,0,1,0,0
GO:0042743,1,0,0,0,0,0,1,0,0
GO:0033194,1,0,0,0,0,0,1,0,0
GO:0006982,1,0,0,0,0,0,1,0,0
GO:0140657,2,0,0,0,0,0,1,0,0
GO:0008094,1,0,0,0,0,0,1,0,0
GO:0003697,1,2,1,0,0,1,1,0,0
GO:0000400,1,0,0,0,0,0,1,0,0
GO:0000217,1,0,0,0,0,0,1,0,0
GO:0140664,1,0,0,0,0,0,1,0,0
GO:0140612,1,0,0,0,0,0,1,0,0
GO:0140299,1,0,0,0,0,0,1,0,0
GO:0043015,1,0,0,0,0,0,1,0,0
GO:0032200,2,0,0,0,0,0,2,0,0
GO:0000723,2,0,0,0,0,0,2,0,0
GO:0140527,2,0,0,0,0,1,2,0,0
GO:0140013,2,0,0,0,0,1,2,0,0
GO:0061982,3,0,0,0,0,1,2,0,0
GO:0035825,2,0,0,0,0,1,2,0,0
GO:0007131,2,0,0,0,0,1,2,0,0
GO:0007127,3,0,0,0,0,1,2,0,0
GO:0000725,1,0,0,0,0,1,1,0,0
GO:0000724,1,0,0,0,0,1,1,0,0
GO:0042148,1,0,0,0,0,1,1,0,0
GO:0006312,1,0,0,0,0,0,1,0,0
GO:0000722,1,0,0,0,0,0,1,0,0
GO:0033063,1,0,0,0,0,0,1,0,0
GO:0033061,1,0,0,0,0,0,1,0,0
GO:0005657,1,0,0,0,0,0,1,0,0
GO:0033204,0,0,1,1,0,0,0,0,0
GO:0001682,0,0,0,0,0,1,0,0,0
GO:1901342,0,0,0,0,0,0,1,0,0
GO:0045765,0,0,0,0,0,0,1,0,0
GO:0002822,1,1,1,0,0,0,1,0,0
GO:0002819,1,1,1,0,0,0,1,0,0
GO:0002824,1,0,0,0,0,0,1,0,0
GO:0002821,1,0,0,0,0,0,1,0,0
GO:0002700,1,0,0,0,0,0,1,0,0
GO:0002637,1,0,0,0,0,0,1,0,0
GO:0002702,1,0,0,0,0,0,1,0,0
GO:0002708,1,1,1,0,0,0,1,0,0
GO:0002706,1,2,1,0,0,0,2,0,0
GO:0051054,1,0,0,0,0,0,1,0,0
GO:0045911,1,0,0,0,0,0,1,0,0
GO:0045830,1,0,0,0,0,0,1,0,0
GO:0045191,1,0,0,0,0,0,1,0,0
GO:0002891,1,0,0,0,0,0,1,0,0
GO:0002889,1,0,0,0,0,0,1,0,0
GO:0002714,1,0,0,0,0,0,1,0,0
GO:0002712,1,0,0,0,0,0,1,0,0
GO:0002639,1,0,0,0,0,0,1,0,0
GO:0000018,1,0,0,0,0,0,1,0,0
GO:0048298,1,0,0,0,0,0,1,0,0
GO:0048296,1,0,0,0,0,0,1,0,0
GO:0004062,1,0,0,0,0,0,0,0,0
GO:0004222,1,0,0,0,0,0,2,0,0
GO:0008202,3,0,0,0,0,0,3,1,0
GO:0006066,0,0,1,0,0,1,0,0,0
GO:0032559,3,2,1,0,0,0,1,0,0
GO:0032555,4,2,1,0,0,0,1,0,0
GO:0032553,4,2,1,0,0,0,1,0,0
GO:0030554,4,2,2,0,0,0,2,0,0
GO:0017076,5,2,2,0,0,0,2,0,0
GO:1901567,1,0,0,0,0,0,1,0,0
GO:0120227,1,0,0,0,0,0,1,0,0
GO:0043178,2,0,0,0,0,0,1,0,0
GO:0034736,1,0,0,0,0,0,1,0,0
GO:0032934,2,0,0,0,0,0,1,0,0
GO:0015485,2,0,0,0,0,0,1,0,0
GO:0005496,2,0,0,0,0,0,1,0,0
GO:0000062,1,0,0,0,0,0,1,0,0
GO:0097006,1,0,0,0,0,0,1,0,0
GO:0071827,1,0,0,0,0,0,1,0,0
GO:0071825,1,0,0,0,0,0,1,0,0
GO:0065005,1,0,0,0,0,0,1,0,0
GO:0034379,1,0,0,0,0,0,1,0,0
GO:0034377,1,0,0,0,0,0,1,0,0
GO:0006869,2,0,0,0,0,0,1,0,1
GO:0090077,2,0,0,0,0,0,2,0,0
GO:0055092,2,0,0,0,0,0,1,1,0
GO:0042632,2,0,0,0,0,0,1,1,0
GO:0034383,1,0,0,0,0,0,1,0,0
GO:0034381,1,0,0,0,0,0,1,0,0
GO:0033344,1,0,0,0,0,0,1,0,0
GO:0030301,1,0,0,0,0,0,1,0,0
GO:0015918,1,0,0,0,0,0,1,0,0
GO:0010742,2,0,0,0,0,0,2,0,0
GO:0098862,1,0,0,0,0,0,1,0,0
GO:0005903,1,0,0,0,0,0,1,0,0
GO:2000736,2,0,0,0,0,0,1,0,0
GO:0030172,0,0,0,0,0,0,0,0,1
GO:0031648,1,0,0,0,0,1,0,0,1
GO:0061640,0,0,0,0,0,0,1,0,0
GO:0000910,0,0,0,0,0,0,1,0,0
GO:0005875,0,0,0,0,0,1,0,3,4
GO:0046034,1,0,0,0,0,0,1,0,0
GO:0009205,1,0,0,0,0,0,1,0,0
GO:0009199,1,0,0,0,0,0,1,0,0
GO:0009144,1,0,0,0,0,0,1,0,0
GO:0009141,1,0,0,0,0,0,1,0,0
GO:0009206,1,0,0,0,0,0,1,0,0
GO:0009201,1,0,0,0,0,0,1,0,0
GO:0009145,1,0,0,0,0,0,1,0,0
GO:0009142,1,0,0,0,0,0,1,0,0
GO:0006754,1,0,0,0,0,0,1,0,0
GO:1901861,1,0,0,0,0,0,2,1,0
GO:0051056,0,0,0,0,0,1,0,0,0
GO:0050806,1,0,0,0,0,0,0,0,0
GO:0048641,1,0,0,0,0,0,1,0,0
GO:0018279,1,0,0,0,0,0,0,0,0
GO:0006487,3,0,1,0,0,0,0,0,0
GO:0045111,1,0,0,0,0,1,0,0,0
GO:0001649,1,0,0,0,0,0,0,0,1
GO:0001503,1,0,0,0,0,0,0,0,1
GO:0006694,0,0,0,0,0,0,1,0,0
GO:0008270,2,1,0,0,0,0,3,0,0
GO:0032784,1,0,0,0,0,1,1,0,0
GO:0040029,0,0,0,0,0,0,0,0,1
GO:0010212,1,1,0,0,0,0,1,0,0
GO:0070936,1,0,0,0,0,0,1,0,0
GO:0051865,2,0,0,0,0,0,2,0,0
GO:0090734,1,0,0,0,0,1,1,0,0
GO:0035861,0,0,0,0,0,1,0,0,0
GO:0000151,1,0,0,0,0,1,1,0,0
GO:0007600,0,0,0,0,0,0,1,1,0
GO:0050953,0,0,0,0,0,0,0,1,0
GO:0007601,0,0,0,0,0,0,0,1,0
GO:0034707,1,0,0,0,0,0,1,0,0
GO:0016323,0,0,0,0,0,0,0,1,0
GO:0003714,2,0,0,0,0,1,1,0,0
GO:0035303,1,0,0,0,0,0,1,0,0
GO:0009941,1,0,0,0,0,0,1,1,0
GO:0009579,2,0,0,0,0,0,1,0,0
GO:0009570,1,0,0,0,0,0,1,0,0
GO:0009536,2,0,0,0,0,0,1,1,0
GO:0009532,1,0,0,0,0,0,1,0,0
GO:0009526,2,0,0,0,0,0,1,1,0
GO:0009507,2,0,0,0,0,0,1,1,0
GO:0034504,1,0,0,0,0,0,2,0,0
GO:0072595,0,0,0,0,0,0,1,0,0
GO:0051651,0,0,0,0,0,0,1,0,0
GO:0051457,0,0,0,0,0,0,1,0,0
GO:0032507,0,0,0,0,0,0,1,0,0
GO:1901658,1,0,0,0,0,0,1,0,0
GO:0015079,2,1,0,0,0,0,3,0,0
GO:0005267,2,1,0,0,0,0,3,0,0
GO:0006812,1,0,0,0,0,1,3,1,0
GO:0030001,1,0,0,0,0,1,3,1,0
GO:0006813,0,0,0,0,0,0,1,1,0
GO:0007062,1,0,0,0,0,0,0,0,1
GO:0005798,0,1,1,0,0,0,0,0,0
GO:0005796,1,0,0,0,0,0,1,0,0
GO:0005319,0,0,1,0,0,2,0,0,0
GO:0003696,0,0,0,0,0,0,0,0,1
GO:0006304,2,0,1,0,0,0,1,0,0
GO:1902750,3,0,0,0,0,0,2,0,1
GO:1902749,3,0,1,0,0,0,2,0,1
GO:1901991,3,0,0,0,0,0,2,0,1
GO:1901990,4,1,1,0,0,0,5,0,1
GO:0044818,3,0,0,0,0,0,2,0,1
GO:0044774,0,0,0,0,0,1,1,0,0
GO:0044773,0,0,0,0,0,1,1,0,0
GO:0010972,3,0,0,0,0,0,2,0,1
GO:0010389,3,0,1,0,0,0,2,0,1
GO:0007095,0,0,0,0,0,0,1,0,0
GO:0007093,3,0,0,0,0,1,2,0,1
GO:0006306,1,0,1,0,0,0,1,0,0
GO:0006305,1,0,1,0,0,0,1,0,0
GO:0015026,1,0,0,0,0,0,0,0,0
GO:0035335,1,0,0,0,0,0,0,1,0
GO:0005791,1,0,0,0,0,0,1,0,0
GO:0006040,1,1,0,0,0,0,1,0,0
GO:0003735,0,0,0,0,0,0,1,0,1
GO:0044391,0,0,0,0,0,0,0,0,1
GO:0015935,0,0,0,0,0,0,0,0,1
GO:0005840,0,0,0,0,0,0,0,0,1
GO:0005763,0,0,0,0,0,0,0,0,1
GO:0005761,0,0,0,0,0,0,0,0,1
GO:0000314,0,0,0,0,0,0,0,0,1
GO:0000313,0,0,0,0,0,0,0,0,1
GO:0034612,2,0,0,0,0,3,0,0,0
GO:0060590,0,0,0,0,0,1,0,1,0
GO:0001671,0,0,0,0,0,1,0,1,0
GO:0051879,1,0,0,0,0,0,0,0,1
GO:0031072,1,0,0,0,0,0,0,0,2
GO:0043462,0,0,0,0,0,0,0,1,0
GO:0032781,0,0,0,0,0,0,0,1,0
GO:0101031,1,0,0,0,0,0,0,0,0
GO:0051287,1,1,1,0,0,0,0,0,0
GO:0035639,3,2,1,0,0,0,0,0,0
GO:0005524,2,2,1,0,0,0,0,0,0
GO:0046496,3,0,0,0,0,0,0,0,0
GO:0019362,3,0,0,0,0,0,0,0,0
GO:0006739,2,0,0,0,0,0,0,0,0
GO:0060972,1,0,0,0,0,1,0,0,0
GO:0009855,1,0,0,0,0,1,0,0,0
GO:0009799,1,0,0,0,0,1,0,0,0
GO:0007368,1,0,0,0,0,1,0,0,0
GO:0060027,0,0,0,0,0,0,0,1,0
GO:0060026,0,0,0,0,0,0,0,1,0
GO:0045652,0,1,0,0,0,0,1,0,0
GO:0110091,0,0,0,0,0,0,0,0,1
GO:0110089,0,0,0,0,0,0,0,0,1
GO:0110088,0,0,0,0,0,0,0,0,1
GO:0070997,1,0,0,0,0,0,0,0,1
GO:0051402,1,0,0,0,0,0,0,0,1
GO:0098662,1,1,1,0,0,2,1,1,0
GO:0098655,0,0,0,0,0,0,1,1,0
GO:0045927,5,2,0,0,0,0,3,0,1
GO:0030307,4,1,0,0,0,0,2,0,1
GO:0001540,0,2,1,0,0,0,0,0,0
GO:0008037,0,1,0,0,0,0,1,0,0
GO:0042269,1,0,0,0,0,0,1,0,0
GO:0002858,1,0,0,0,0,0,1,0,0
GO:0002855,1,0,0,0,0,0,1,0,0
GO:0002837,1,0,0,0,0,0,1,0,0
GO:0002834,1,0,0,0,0,0,1,0,0
GO:0002715,1,0,0,0,0,0,1,0,0
GO:0004659,0,0,0,0,0,1,0,0,0
GO:0043484,1,0,0,0,0,0,1,0,0
GO:0032722,2,1,0,0,0,0,3,0,2
GO:0032642,3,1,0,0,0,0,3,1,2
GO:1903034,1,0,0,0,0,0,1,0,2
GO:0050729,1,0,0,0,0,0,1,0,0
GO:0050728,1,0,0,0,0,0,0,1,0
GO:0050727,2,0,0,0,0,0,1,1,0
GO:0043030,1,0,0,0,0,0,0,0,0
GO:0006639,1,0,0,0,0,0,0,0,0
GO:0006638,2,0,0,0,0,0,0,0,0
GO:0016881,0,0,0,0,0,0,1,0,0
GO:0018200,1,0,0,0,0,0,1,0,0
GO:0018193,4,0,1,0,0,0,2,0,1
GO:0005681,1,0,0,0,0,0,1,0,0
GO:0071013,1,0,0,0,0,0,1,0,0
GO:0071007,1,0,0,0,0,0,1,0,0
GO:0005684,1,0,0,0,0,0,1,0,0
GO:0031490,0,0,0,0,0,0,0,0,1
GO:0031492,0,0,0,0,0,0,0,0,1
GO:0031491,1,0,0,0,0,0,1,0,1
GO:0050954,0,0,0,0,0,0,1,0,0
GO:0007605,0,0,0,0,0,0,1,0,0
GO:0072331,4,0,0,0,0,1,5,0,0
GO:0030330,3,0,0,0,0,0,4,0,0
GO:2000045,0,1,0,0,0,0,1,0,0
GO:1902806,0,1,0,0,0,0,1,0,0
GO:0031573,0,0,0,0,0,1,0,0,0
GO:0004457,1,0,0,0,0,0,0,0,0
GO:0004459,1,0,0,0,0,0,0,0,0
GO:0019751,0,0,1,0,0,1,0,0,0
GO:0051604,0,1,0,0,0,0,2,0,0
GO:0016485,0,0,0,0,0,0,1,0,0
GO:0001046,1,0,1,0,0,0,0,0,0
GO:0000979,1,0,1,0,0,0,0,0,0
GO:0001227,1,0,1,0,0,0,0,0,0
GO:0001217,1,0,1,0,0,0,0,0,0
GO:0010721,2,0,0,0,0,4,0,0,0
GO:2000630,2,0,1,0,0,0,1,0,0
GO:2000628,2,0,1,0,0,0,1,0,0
GO:1902895,2,0,1,0,0,0,1,0,0
GO:1902893,2,0,1,0,0,0,1,0,0
GO:0140718,0,0,0,0,0,0,0,0,1
GO:0098771,1,0,0,0,0,0,2,1,2
GO:0071482,1,0,0,0,0,0,1,0,0
GO:0071478,2,1,0,0,0,0,2,0,0
GO:0071466,1,0,0,0,0,0,1,0,0
GO:0070828,0,0,0,0,0,0,0,0,1
GO:0055072,0,0,0,0,0,0,1,0,0
GO:0045814,0,0,0,0,0,0,0,0,1
GO:0034644,1,0,0,0,0,0,1,0,0
GO:0033044,3,0,0,0,0,0,3,0,1
GO:0032204,1,0,0,0,0,0,0,0,1
GO:0031507,0,0,0,0,0,0,0,0,1
GO:0010332,1,0,0,0,0,0,1,0,0
GO:0009411,1,0,0,0,0,0,1,0,0
GO:0009410,2,0,1,1,0,0,1,0,0
GO:0006879,0,0,0,0,0,0,1,0,0
GO:0006346,0,0,0,0,0,0,0,0,1
GO:0071943,1,0,0,0,0,0,0,0,1
GO:0070851,1,0,0,0,0,1,1,0,0
GO:0043410,2,2,0,0,0,1,2,0,1
GO:0090068,3,1,0,0,0,0,2,0,0
GO:0051785,2,0,0,0,0,0,1,0,0
GO:0045840,2,0,0,0,0,0,1,0,0
GO:0005148,1,1,0,0,0,0,1,0,0
GO:0051427,1,1,0,0,0,0,1,0,0
GO:0005131,1,1,0,0,0,0,1,0,0
GO:0034764,3,2,0,0,0,1,3,1,0
GO:1904894,2,1,0,0,0,0,2,0,0
GO:0046427,1,1,0,0,0,0,1,0,0
GO:0032355,2,1,0,0,0,0,3,0,0
GO:0050731,2,1,0,0,0,0,2,0,0
GO:0050730,3,1,0,0,0,0,2,1,0
GO:0042531,1,1,0,0,0,0,1,0,0
GO:0042509,1,1,0,0,0,0,1,0,0
GO:0097696,1,1,0,0,0,0,1,0,0
GO:0071902,1,1,0,0,0,1,1,0,0
GO:0071378,1,1,0,0,0,0,1,0,0
GO:0070977,1,1,0,0,0,0,1,0,0
GO:0060416,1,1,0,0,0,0,1,0,0
GO:0060396,1,1,0,0,0,0,1,0,0
GO:0060348,1,1,0,0,0,0,1,0,1
GO:0048799,1,1,0,0,0,0,1,0,0
GO:0048639,1,1,0,0,0,0,1,0,0
GO:0043568,1,1,0,0,0,0,1,0,0
GO:0043567,1,1,0,0,0,0,1,0,0
GO:0043406,1,1,0,0,0,0,1,0,0
GO:0040018,1,1,0,0,0,0,1,0,0
GO:0040014,1,1,0,0,0,0,1,0,0
GO:0010828,1,1,0,0,0,0,1,0,0
GO:0010827,2,1,0,1,0,0,2,0,0
GO:0010536,1,1,0,0,0,0,1,0,0
GO:0010533,1,1,0,0,0,0,1,0,0
GO:0007259,1,1,0,0,0,0,1,0,0
GO:0070195,1,1,0,0,0,0,1,0,0
GO:0046850,0,0,0,0,0,1,0,0,0
GO:0045124,0,0,0,0,0,1,0,0,0
GO:0034103,1,0,0,0,0,1,1,0,0
GO:0071692,0,0,1,0,0,0,0,0,0
GO:0035592,0,0,1,0,0,0,0,0,0
GO:0009306,0,0,1,0,0,0,0,0,0
GO:0002250,0,0,0,0,0,0,1,0,0
GO:0006959,1,0,0,0,0,0,0,0,0
GO:2000343,1,0,0,0,0,0,1,0,0
GO:2000341,1,0,0,0,0,0,1,0,0
GO:0030901,1,0,0,0,0,0,1,0,0
GO:0043209,1,0,0,0,0,0,0,0,0
GO:0019911,2,0,0,0,0,3,0,0,0
GO:1901654,4,0,0,0,0,3,2,0,0
GO:0070542,2,0,0,0,0,3,0,0,0
GO:0051961,2,0,0,0,0,3,0,0,0
GO:0050771,2,0,0,0,0,3,0,0,0
GO:0050770,2,0,0,0,0,3,0,0,0
