"effect_size","p_value"
0.532561997949237,2.14163323406966e-168
-0.019038070736833,9.90008060469135e-12
-0.00821363695822893,6.25714913641982e-130
-0.00994957785546853,8.46392088896418e-13
-0.0063942980210758,2.08808384871246e-11
-0.00669206741063015,0.370991807292437
-0.0101094454318399,4.81623411788354e-06
-0.00418091578795114,2.50016050163395e-57
-0.00550117637697105,2.17318323116805e-118
-0.00310919925547419,2.5732116919312e-13
-0.00579295261974448,9.27397288126273e-102
