,exon_skipping,alternative_donor_site,alternative_acceptor_site,intron_retention,mutually_exclusive_exon,alternative_first_exon,alternative_last_exon,mutually_exclusive_exon-alternative_first_exon,mutually_exclusive_exon-alternative_last_exon
GO:0009986,42,9,4,0,2,13,26,3,9
GO:0070717,4,0,1,0,0,0,2,0,0
GO:0008143,4,0,1,0,0,0,2,0,0
GO:0003727,4,0,1,0,0,0,3,0,0
GO:0016071,8,2,1,0,0,8,3,1,3
GO:0010629,38,5,6,2,0,8,21,7,16
GO:1901361,3,1,0,0,0,2,3,0,2
GO:0046700,3,1,0,0,0,2,3,0,2
GO:0044270,3,1,0,0,0,2,3,0,2
GO:0044265,9,1,1,1,0,7,6,1,2
GO:0034655,3,1,0,0,0,2,3,0,2
GO:0019439,3,1,0,0,0,2,3,0,2
GO:0009057,11,0,1,1,0,10,8,1,2
GO:0006402,0,0,0,0,0,1,0,0,0
GO:0006401,1,0,0,0,0,2,1,0,0
GO:0000956,1,0,0,0,0,1,0,0,0
GO:0034248,5,0,0,0,0,5,2,3,6
GO:1903313,0,0,0,1,0,1,0,0,0
GO:2000112,4,0,0,1,0,4,2,3,6
GO:0006417,4,0,0,0,0,4,1,2,4
GO:0042177,2,0,2,0,0,1,0,0,0
GO:0042176,7,0,4,1,0,2,4,0,1
GO:0031327,54,4,11,4,2,35,19,16,23
GO:0009890,55,4,11,4,2,36,20,16,24
GO:0010558,53,4,10,4,2,35,19,14,24
GO:0031331,7,2,3,2,0,5,3,1,3
GO:0009896,9,2,5,2,0,5,4,1,3
GO:0034249,1,0,0,1,0,3,2,2,4
GO:2000113,0,0,0,1,0,2,1,1,2
GO:2000058,4,0,0,1,0,2,3,0,0
GO:1903321,0,0,0,0,0,3,2,0,0
GO:1903320,3,0,1,0,0,5,5,0,0
GO:1903050,8,0,0,1,0,2,5,0,2
GO:0061157,0,0,0,0,0,1,0,0,0
GO:0061136,7,0,0,1,0,1,5,0,1
GO:0061014,0,0,0,1,0,1,0,0,0
GO:0050779,0,0,0,0,0,1,0,0,0
GO:0045861,3,1,1,0,0,0,3,0,2
GO:0032434,3,0,0,1,0,1,3,0,0
GO:0031397,0,0,0,0,0,2,0,0,0
GO:0031396,3,0,1,0,0,3,3,0,0
GO:0030162,14,1,2,3,0,6,7,0,7
GO:0017148,0,0,0,1,0,2,1,1,2
GO:0000288,0,0,0,0,0,1,0,0,0
GO:0140096,32,1,3,1,0,12,30,9,10
GO:0008233,4,0,0,0,0,0,8,1,1
GO:0008238,1,0,0,0,0,0,2,1,0
GO:0019538,31,6,15,1,0,16,27,10,22
GO:0030163,10,0,1,1,0,8,7,1,1
GO:0043621,3,1,0,0,0,0,1,0,1
GO:0031975,20,2,3,2,0,19,19,5,12
GO:0031967,20,2,3,2,0,19,19,5,12
GO:0005635,6,0,1,0,0,9,7,3,2
GO:0031965,4,0,0,0,0,7,7,3,1
GO:0019866,13,0,1,0,0,3,10,2,4
GO:0005637,0,0,0,0,0,1,0,0,0
GO:0016741,1,0,0,0,0,1,2,0,2
GO:0008168,1,0,0,0,0,1,2,0,2
GO:0008757,1,0,0,0,0,0,2,0,2
GO:0008173,2,0,0,0,0,0,2,0,2
GO:0008170,1,0,0,0,0,0,0,0,3
GO:0140102,0,0,0,0,0,1,0,0,1
GO:0008649,0,0,0,0,0,1,0,0,1
GO:0016434,0,0,0,0,0,1,0,0,1
GO:0071424,0,0,0,0,0,0,0,0,1
GO:0032259,2,0,0,0,0,1,2,0,3
GO:0043414,2,0,0,0,0,1,2,0,2
GO:0001510,2,0,0,0,0,0,2,0,2
GO:0022613,3,1,0,1,0,1,3,0,2
GO:0042254,1,1,0,0,0,0,2,0,1
GO:0016072,0,0,0,0,0,0,0,0,1
GO:0006364,0,0,0,0,0,0,0,0,1
GO:0000154,0,0,0,0,0,0,0,0,1
GO:0031167,0,0,0,0,0,0,0,0,1
GO:0070475,0,0,1,0,0,0,0,0,1
GO:0005694,31,3,6,0,1,12,19,1,12
GO:0008514,4,0,0,0,1,1,4,0,3
GO:0015711,2,0,2,0,0,2,2,0,2
GO:0098590,25,2,4,0,0,3,13,4,9
GO:0007049,15,2,3,1,0,6,11,2,7
GO:0022402,17,2,3,1,0,6,12,2,7
GO:0007059,8,3,1,1,0,0,5,1,5
GO:0007051,1,0,0,0,0,0,0,0,1
GO:0007098,2,2,0,0,0,0,1,0,0
GO:0051225,1,0,0,0,0,0,0,0,3
GO:1904893,0,0,0,0,0,0,0,0,1
GO:1904892,1,0,0,0,0,1,1,0,1
GO:0046426,0,0,0,0,0,0,0,0,1
GO:0046425,0,0,0,0,0,0,0,0,1
GO:0005102,47,7,9,0,0,14,27,10,5
GO:0098772,28,8,11,1,0,23,20,9,11
GO:0140677,16,5,10,1,0,13,10,4,6
GO:0048018,9,5,4,1,0,5,5,2,1
GO:0030546,9,5,4,1,0,5,5,2,1
GO:0030545,10,6,4,1,0,5,7,2,2
GO:0005179,2,1,1,0,0,1,4,2,2
GO:0019787,10,1,1,0,0,6,6,1,4
GO:0004842,10,1,2,0,0,6,7,1,4
GO:0098791,9,2,3,0,3,4,6,4,1
GO:0005802,9,2,3,0,3,3,6,4,1
GO:0005795,2,0,0,0,0,2,1,0,1
GO:0061659,4,0,2,0,0,2,1,1,0
GO:0061630,5,0,2,0,0,2,2,1,0
GO:0042277,7,0,0,0,0,1,0,0,0
GO:0033218,11,0,2,0,0,1,5,5,0
GO:0000785,21,0,4,0,1,10,13,0,7
GO:0140678,9,2,2,0,0,7,8,5,5
GO:0030234,26,8,9,0,0,24,12,8,8
GO:0004857,3,1,1,0,0,6,3,2,2
GO:0061134,0,0,1,0,0,1,3,0,2
GO:0030414,0,0,1,0,0,1,2,0,2
GO:0061135,0,0,1,0,0,1,2,0,2
GO:0004866,0,0,1,0,0,1,1,0,2
GO:0004867,0,0,0,0,0,1,1,0,1
GO:0009790,7,1,5,0,0,11,6,3,9
GO:0048598,2,0,1,0,0,3,2,2,4
GO:0060485,0,1,1,0,0,1,1,0,1
GO:0009792,5,0,1,0,0,7,4,2,4
GO:0048568,0,0,0,0,0,7,1,1,2
GO:0048706,0,0,0,0,0,2,0,0,1
GO:0048705,1,0,0,0,0,2,0,0,0
GO:0048704,0,0,0,0,0,2,0,0,0
GO:0048562,0,0,0,0,0,4,0,1,2
GO:0043009,5,0,1,0,0,7,4,2,4
GO:0001501,5,0,4,0,0,4,5,2,5
GO:0048864,0,1,1,0,0,1,0,0,0
GO:0048863,0,1,1,1,0,1,0,0,1
GO:0048762,0,1,1,0,0,1,1,0,1
GO:0014033,0,1,1,0,0,1,0,0,1
GO:0014032,0,1,1,0,0,1,0,0,0
GO:0031514,0,0,0,0,0,0,1,1,0
GO:0031012,8,1,1,0,0,2,4,0,1
GO:0030312,8,1,1,0,0,2,4,0,1
GO:0030165,0,0,1,0,0,0,0,0,0
GO:0032879,39,7,5,1,1,15,21,11,9
GO:0044057,18,2,4,0,2,1,3,6,3
GO:0051049,36,5,3,1,1,14,20,11,9
GO:0031644,2,1,1,0,0,0,0,1,1
GO:0099177,4,0,0,0,0,0,0,1,1
GO:0050804,4,0,0,0,0,0,0,1,1
GO:0048167,0,0,0,0,0,0,0,1,1
GO:0048168,0,0,0,0,0,0,0,1,1
GO:0034762,4,0,0,0,1,3,3,3,2
GO:0032412,3,0,0,0,0,0,0,0,0
GO:0032409,3,0,0,0,0,0,0,0,0
GO:0022898,3,0,0,0,0,0,0,0,0
GO:0010469,0,3,0,0,0,0,1,0,0
GO:0045202,17,0,3,0,0,6,4,3,4
GO:0098978,0,0,0,0,0,1,0,1,1
GO:0098794,1,0,0,0,0,0,1,3,1
GO:0099572,1,0,0,0,0,0,1,3,1
GO:0098984,1,0,0,0,0,0,0,4,1
GO:0032279,1,0,0,0,0,0,0,3,1
GO:0014069,1,0,0,0,0,0,0,3,1
GO:0099634,0,0,0,0,0,0,0,1,1
GO:0098878,0,0,0,0,0,0,0,1,0
GO:0098839,0,0,0,0,0,0,0,1,1
GO:0097060,7,0,0,0,0,0,1,1,1
GO:0045211,0,0,0,0,0,0,1,1,1
GO:0032281,0,0,0,0,0,0,0,1,0
GO:0008328,0,0,0,0,0,0,0,1,0
GO:0031253,2,2,1,0,0,3,2,3,5
GO:0031256,1,2,0,0,0,3,1,3,5
GO:0031252,5,2,0,0,0,5,3,6,6
GO:0042592,23,1,7,0,0,9,15,1,3
GO:0055080,6,1,3,0,0,4,4,1,1
GO:0050801,6,1,3,0,0,3,4,1,1
GO:0048878,9,1,4,0,0,4,6,1,1
GO:0019725,8,1,3,0,0,3,8,1,1
GO:0055082,6,1,3,0,0,2,5,1,1
GO:0030003,5,1,2,0,0,2,4,1,1
GO:0006873,5,1,2,0,0,2,4,1,1
GO:0006885,1,0,0,0,0,0,0,0,0
GO:0004033,0,0,0,0,0,0,0,0,1
GO:0090287,4,0,0,1,0,4,2,0,1
GO:0051128,37,8,7,3,0,20,30,13,17
GO:0042127,59,14,15,3,0,28,34,13,21
GO:0033043,23,7,5,2,0,15,16,11,11
GO:2000147,19,3,1,1,0,3,10,3,6
GO:2000145,21,6,9,1,0,5,10,13,8
GO:0140042,2,0,0,0,0,0,1,1,0
GO:0051493,5,0,0,0,0,0,2,1,2
GO:0051235,5,0,0,0,0,3,4,1,0
GO:0040017,19,3,1,1,0,3,10,3,6
GO:0040012,21,6,8,1,0,5,10,13,8
GO:0034389,2,0,0,0,0,1,1,1,0
GO:0032970,4,0,0,0,0,0,1,0,1
GO:0032956,3,0,0,0,0,0,1,0,1
GO:0030335,17,2,1,1,0,3,10,3,4
GO:0030334,18,4,9,1,0,5,9,13,6
GO:0019915,2,0,0,0,0,0,1,1,0
GO:0010876,4,0,1,0,0,1,2,1,0
GO:0016788,15,1,2,1,0,5,9,3,3
GO:0140097,3,2,1,1,1,0,5,1,2
GO:0004518,2,1,0,0,0,1,1,1,1
GO:0004519,2,1,0,0,0,0,1,0,0
GO:0004536,1,1,0,1,0,0,1,1,1
GO:0004520,1,1,0,0,0,0,1,0,0
GO:0005773,7,1,6,0,0,1,3,7,2
GO:0000323,5,1,7,0,0,1,3,7,2
GO:0005764,5,1,7,0,0,1,3,7,2
GO:0004672,4,0,1,1,0,2,3,1,0
GO:0004674,7,0,1,1,0,2,7,0,1
GO:0019205,1,0,0,0,0,0,1,1,0
GO:0019206,1,0,0,0,0,0,1,0,0
GO:0019136,1,0,0,0,0,0,1,0,0
GO:0055086,12,3,2,0,0,4,4,0,0
GO:0009116,4,0,1,1,0,2,1,3,0
GO:0072527,2,1,0,0,0,1,2,0,0
GO:0006213,1,0,0,1,0,0,1,1,0
GO:0016790,0,0,0,0,0,0,0,0,1
GO:0043603,7,0,0,0,0,6,4,1,3
GO:0044283,9,1,1,2,0,3,9,1,4
GO:0032787,4,0,1,1,0,0,4,1,4
GO:0009117,11,3,1,0,1,2,6,0,0
GO:0006753,11,3,1,0,0,2,6,0,0
GO:0019693,7,1,1,0,0,3,4,0,0
GO:0009259,7,1,1,0,0,3,4,0,0
GO:0072521,8,1,2,0,0,5,2,0,0
GO:0006790,8,2,0,0,0,0,8,0,2
GO:0006163,6,1,1,0,1,3,3,0,0
GO:0009150,6,1,1,0,0,3,3,0,0
GO:0035383,2,0,0,0,0,0,2,0,0
GO:0034032,3,0,0,0,0,0,2,0,0
GO:0033875,3,0,0,0,0,0,2,0,0
GO:0033865,3,0,0,0,0,0,2,0,0
GO:0006637,2,0,0,0,0,0,2,0,0
GO:0006631,1,0,0,1,0,0,2,0,2
GO:0046394,2,0,0,1,0,0,2,0,1
GO:0016053,2,0,0,1,0,0,2,0,1
GO:0072330,2,0,0,1,0,0,2,0,1
GO:0006633,1,0,0,1,0,0,1,0,1
GO:0016042,0,0,0,0,0,0,1,0,2
GO:1901568,0,0,0,0,0,0,1,0,0
GO:0035337,0,0,0,0,0,0,1,0,0
GO:0046434,2,1,0,0,0,0,2,0,2
GO:1901292,2,1,0,0,0,0,2,0,1
GO:1901136,2,1,0,0,0,0,2,0,1
GO:1901569,0,0,0,0,0,0,1,0,0
GO:0072523,1,0,0,0,0,0,2,0,1
GO:0044273,0,0,0,0,0,0,1,0,0
GO:0036115,0,0,0,0,0,0,1,0,0
GO:0034034,1,0,0,0,0,0,1,0,1
GO:0034031,1,0,0,0,0,0,1,0,1
GO:0033869,1,0,0,0,0,0,1,0,1
GO:0009261,1,0,0,0,0,0,1,0,1
GO:0009166,2,1,0,0,0,0,3,0,1
GO:0009154,1,0,0,0,0,0,1,0,1
GO:0006195,1,0,0,0,0,0,2,0,1
GO:0001676,0,0,0,0,0,1,0,0,1
GO:1901293,7,1,0,0,0,4,3,1,0
GO:0009165,6,1,0,0,0,4,2,1,0
GO:0046390,5,1,0,0,0,3,2,0,0
GO:0009260,5,1,0,0,0,3,2,0,0
GO:0072522,4,1,0,0,0,3,0,1,0
GO:0036114,0,0,0,0,0,0,1,0,0
GO:0036112,0,0,0,0,0,0,1,0,0
GO:0034033,1,0,0,0,0,0,0,0,0
GO:0034030,1,0,0,0,0,0,0,0,0
GO:0033866,1,0,0,0,0,0,0,0,0
GO:0015936,1,0,0,0,0,0,1,0,0
GO:0009152,4,1,0,0,0,3,1,0,0
GO:0006164,5,1,0,0,0,3,1,1,0
GO:0016192,34,6,3,0,0,7,10,1,0
GO:0140352,7,3,2,0,0,2,6,3,2
GO:0046903,9,3,2,0,0,3,6,5,2
GO:0032940,6,3,2,0,0,2,6,3,1
GO:0006887,0,0,0,0,0,1,1,0,0
GO:0007166,40,5,5,4,0,16,32,7,10
GO:0030027,4,1,0,0,0,3,3,2,3
GO:0015629,12,0,4,1,0,6,9,6,6
GO:0042578,13,0,1,1,0,2,8,2,0
GO:0016791,11,0,1,1,0,2,7,2,0
GO:0004721,11,0,1,0,0,3,6,2,2
GO:0004725,7,0,1,0,0,2,7,3,2
GO:0016782,1,0,0,0,0,0,2,0,0
GO:0008146,1,0,0,0,0,0,1,0,0
GO:0016757,10,1,0,0,0,1,8,0,1
GO:0016758,6,0,0,0,0,1,5,0,0
GO:0008194,1,0,0,0,0,0,2,0,0
GO:0006022,5,1,1,0,0,0,4,0,1
GO:0006023,5,1,1,0,0,0,4,0,1
GO:0030203,5,1,1,0,0,0,4,0,1
GO:0006024,5,1,1,0,0,0,4,0,1
GO:1903510,5,1,0,0,0,0,4,0,1
GO:0006508,18,0,2,1,0,7,11,0,3
GO:0051603,9,1,1,1,0,5,7,1,1
GO:0043632,8,1,1,1,0,5,5,1,1
GO:0019941,8,1,1,1,0,5,5,1,1
GO:0006511,8,1,1,1,0,5,5,1,1
GO:1905368,1,0,0,0,0,2,1,0,0
GO:1905369,1,0,0,0,0,1,1,0,0
GO:0000502,1,0,0,0,0,0,1,0,0
GO:0022624,1,0,0,0,0,0,0,0,0
GO:0004930,5,0,0,0,0,0,4,0,4
GO:0061024,23,2,2,0,0,6,13,3,7
GO:0045184,17,0,4,0,0,1,10,4,3
GO:0033365,15,0,3,0,0,2,11,4,6
GO:0010256,21,3,5,0,0,4,10,2,7
GO:0090150,3,0,0,0,0,0,5,1,2
GO:0072657,6,0,1,0,0,0,6,2,4
GO:0051668,7,0,1,0,0,0,6,2,5
GO:0051205,2,0,0,0,0,0,4,0,2
GO:0045048,2,0,0,0,0,0,3,0,2
GO:0007029,11,1,2,0,0,2,3,0,2
GO:0071816,1,0,0,0,0,0,1,0,1
GO:0050821,7,0,2,0,0,4,5,2,2
GO:0031647,8,0,2,1,0,4,8,2,2
GO:0140534,3,0,0,0,0,0,2,0,2
GO:0071695,0,0,0,0,0,1,1,1,2
GO:0048469,0,0,0,0,0,1,0,0,0
GO:0021700,0,0,0,0,0,1,1,1,2
GO:0003006,28,1,3,0,0,18,13,8,14
GO:0048609,27,1,4,0,0,16,13,8,15
GO:0022412,4,1,2,0,0,1,5,2,3
GO:0019953,25,1,2,0,0,15,12,5,13
GO:0007276,25,1,2,0,0,16,11,5,13
GO:0048599,0,0,0,0,0,1,0,0,0
GO:0048477,2,1,0,0,0,1,3,0,2
GO:0009994,1,0,0,0,0,1,1,0,0
GO:0007292,3,1,0,0,0,1,3,0,2
GO:0007281,2,1,2,0,0,1,4,2,2
GO:0001556,0,0,0,0,0,1,0,0,0
GO:1903046,7,3,1,0,0,0,4,0,2
GO:0051321,6,3,1,0,0,1,4,0,2
GO:0098687,12,3,1,1,1,2,5,2,2
GO:0000775,12,3,0,0,0,2,5,1,0
GO:0005819,17,3,2,1,0,3,10,3,4
GO:0043073,1,0,0,0,0,0,0,0,0
GO:0030496,1,1,1,0,0,1,0,0,0
GO:0043067,59,6,8,3,0,18,24,9,13
GO:0010941,59,6,8,3,0,18,24,9,13
GO:0042981,55,6,8,3,0,18,20,9,13
GO:0051052,16,2,2,0,0,4,7,0,4
GO:0051053,0,1,0,0,0,2,1,0,0
GO:0072359,23,12,2,0,0,19,8,2,10
GO:0007389,1,1,1,0,0,6,3,2,2
GO:0003002,1,1,1,0,0,6,2,2,2
GO:0007507,6,1,2,0,0,12,4,2,7
GO:0044877,28,0,7,0,0,9,16,4,7
GO:0008289,18,6,5,0,0,8,9,8,3
GO:0005543,10,8,4,0,0,5,5,3,2
GO:0035091,7,3,2,0,0,2,3,3,2
GO:0043168,10,1,5,0,1,4,6,3,1
GO:1901981,5,3,2,0,0,2,3,0,0
GO:1902936,0,0,1,0,0,0,0,0,0
GO:0005546,0,0,1,0,0,0,0,0,0
GO:0008092,17,3,3,1,0,6,8,5,4
GO:0051015,2,0,0,0,0,1,2,0,2
GO:0003779,8,1,1,0,0,2,4,1,2
GO:0048871,12,0,4,0,0,5,6,0,2
GO:0060627,17,4,0,0,0,5,6,2,4
GO:0051050,22,1,5,1,0,4,11,6,4
GO:0050766,8,0,0,0,0,1,3,2,2
GO:0050764,9,0,0,0,0,1,3,2,2
GO:0015085,1,0,0,0,0,0,0,0,0
GO:0022832,0,1,0,0,0,0,1,0,0
GO:0005244,0,1,0,0,0,0,1,0,0
GO:0022843,0,1,0,0,0,0,1,1,0
GO:0034703,1,0,0,0,0,0,0,1,0
GO:0006090,1,0,1,0,0,0,0,0,0
GO:1901682,1,0,1,0,0,2,0,0,0
GO:0046943,1,0,1,0,0,0,1,0,2
GO:0042910,0,0,0,0,0,0,0,0,1
GO:0015179,1,0,0,0,0,0,0,0,0
GO:0015171,1,0,0,0,0,0,0,0,1
GO:0005342,1,0,1,0,0,0,1,0,2
GO:0005310,0,0,0,0,0,0,0,0,1
GO:0015849,0,0,1,0,0,0,1,0,2
GO:0016604,15,2,6,2,0,9,11,6,8
GO:0003730,4,0,1,0,0,2,1,0,0
GO:0016874,4,1,0,0,0,0,0,0,0
GO:0007267,13,1,1,0,0,6,9,4,4
GO:0099537,2,0,0,0,0,4,0,0,0
GO:0099536,2,0,0,0,0,4,0,0,0
GO:0098916,2,0,0,0,0,4,0,0,0
GO:0007268,2,0,0,0,0,4,0,0,0
GO:0097708,52,18,18,2,0,24,24,11,17
GO:0031410,52,18,18,2,0,24,24,11,17
GO:0140375,4,0,0,0,0,2,6,0,1
GO:0004896,2,0,0,0,0,2,4,0,1
GO:0007167,9,1,4,5,0,6,7,3,4
GO:0007169,4,1,3,5,0,2,6,2,3
GO:0019898,2,0,0,0,0,0,1,0,2
GO:0030345,2,0,0,0,0,0,0,0,0
GO:0030021,2,0,0,0,0,0,0,0,0
GO:0005201,5,0,0,0,0,0,1,0,0
GO:0005198,7,0,0,0,0,0,1,0,0
GO:1901701,13,0,1,2,3,3,8,2,3
GO:1901700,44,10,5,2,3,18,15,3,9
GO:1901699,4,0,1,1,1,2,4,1,2
GO:1901698,24,1,6,1,1,18,9,3,9
GO:1901653,3,0,1,1,1,1,4,1,2
GO:1901652,4,1,3,1,1,3,5,1,2
GO:0140747,0,0,0,0,0,0,1,0,0
GO:0098727,1,0,0,0,0,1,2,1,2
GO:0071495,13,0,4,4,1,7,10,6,6
GO:0071417,4,0,1,1,1,1,4,1,2
GO:0071375,1,0,1,1,0,1,1,0,0
GO:0071310,35,4,6,4,1,12,19,9,10
GO:0070887,70,13,11,4,3,23,35,9,18
GO:0061458,2,0,0,0,0,0,0,1,1
GO:0048646,21,10,2,1,0,14,7,2,7
GO:0048608,2,0,0,0,0,0,0,1,1
GO:0046661,2,0,0,0,0,0,0,1,1
GO:0046546,2,0,0,0,0,0,0,1,1
GO:0045137,3,0,0,0,0,3,1,1,2
GO:0044089,11,0,1,2,0,11,10,8,4
GO:0044087,20,2,5,2,0,10,18,8,11
GO:0043434,1,0,2,1,0,3,1,0,0
GO:0042221,93,18,8,4,3,29,43,16,23
GO:0032870,7,2,4,3,0,3,3,4,3
GO:0032869,1,0,1,1,0,1,1,0,0
GO:0032868,1,0,1,1,0,2,1,0,0
GO:0030707,0,1,0,0,0,0,1,0,0
GO:0019827,1,0,0,0,0,1,1,0,0
GO:0010243,23,1,6,1,1,17,8,3,9
GO:0010033,69,10,7,4,3,22,32,11,13
GO:0009725,11,2,5,3,0,5,3,5,3
GO:0009719,17,0,5,4,1,8,9,7,6
GO:0008584,2,0,0,0,0,0,0,1,1
GO:0008406,2,0,0,0,0,0,0,1,1
GO:0007548,3,0,0,0,0,3,1,1,2
GO:0006359,2,0,0,0,0,0,0,0,0
GO:0002064,4,3,0,0,0,0,1,0,0
GO:0051090,9,0,4,0,0,6,6,1,1
GO:0044093,37,4,5,3,1,16,18,3,5
GO:0051092,4,0,2,0,0,4,1,0,1
GO:0051091,6,0,2,0,0,5,3,0,1
GO:0003700,40,4,21,3,3,11,20,11,15
GO:0000981,35,5,10,3,3,8,14,7,8
GO:0098588,53,11,13,2,0,19,29,11,15
GO:0000139,14,3,1,0,0,3,14,2,3
GO:0097367,21,6,0,0,0,12,6,3,4
GO:0045545,0,1,1,0,0,0,0,0,0
GO:0043394,2,1,1,0,0,0,0,0,0
GO:0004540,1,0,0,0,0,1,0,0,0
GO:0099503,32,8,10,2,0,13,13,6,8
GO:0030141,26,8,10,2,0,13,13,5,9
GO:0060205,15,7,8,0,0,11,8,5,4
GO:0034774,15,7,8,0,0,11,8,5,4
GO:0031983,15,7,8,0,0,11,8,5,4
GO:0042582,1,1,2,0,0,1,0,1,1
GO:0035578,0,0,1,0,0,0,0,1,0
GO:0005788,12,2,10,1,0,1,2,5,2
GO:0005775,1,0,1,0,0,0,0,1,1
GO:0005766,1,1,2,0,0,1,0,1,1
GO:0008375,0,0,1,0,0,0,0,0,0
GO:0120035,11,2,3,0,0,5,4,4,6
GO:0031344,11,2,3,0,0,6,4,4,6
GO:0120032,5,2,0,0,0,2,2,3,0
GO:0060491,5,2,0,0,0,2,2,3,0
GO:0045177,4,0,0,0,0,3,2,0,2
GO:0016324,5,0,0,0,0,3,1,0,1
GO:0098858,2,1,1,0,0,4,3,3,3
GO:0031528,0,1,1,0,0,3,0,0,0
GO:0005902,0,1,2,0,0,4,0,0,0
GO:0061564,5,2,1,0,0,4,0,1,0
GO:0001228,29,4,13,2,2,9,12,6,9
GO:0001216,32,4,13,2,2,10,13,6,9
GO:0009611,2,0,1,0,0,2,3,2,4
GO:0060322,5,1,2,0,0,6,7,0,2
GO:0007420,5,1,2,0,0,5,5,0,1
GO:0007417,7,2,5,0,0,10,9,1,1
GO:0009605,62,8,5,2,0,23,24,6,6
GO:1903047,16,4,2,1,0,5,9,1,5
GO:0140014,6,3,1,1,0,0,5,0,4
GO:0097485,4,2,0,0,0,3,0,1,0
GO:0072091,2,3,1,0,0,1,1,0,0
GO:0061448,1,0,0,0,0,2,0,0,1
GO:0061351,1,0,1,0,0,1,0,0,0
GO:0060662,0,0,0,1,0,0,1,0,1
GO:0060605,0,0,0,1,0,0,1,0,1
GO:0060541,1,2,0,0,0,0,3,1,2
GO:0060249,7,0,0,0,0,3,3,0,1
GO:0060041,0,0,0,0,0,1,0,0,0
GO:0051707,32,5,2,2,0,14,19,1,4
GO:0051216,1,0,0,0,0,2,0,0,1
GO:0050680,2,1,2,0,0,0,1,3,2
GO:0050678,15,9,5,0,0,9,5,4,8
GO:0048857,2,0,0,0,0,3,0,0,0
GO:0048732,1,1,0,1,0,3,2,0,4
GO:0048665,0,0,0,0,0,0,0,1,0
GO:0048663,0,0,0,0,0,1,0,1,0
GO:0048285,8,3,2,1,0,1,7,0,5
GO:0045165,1,0,0,0,0,3,1,1,1
GO:0044772,2,0,1,0,0,4,3,0,0
GO:0044770,2,0,1,0,0,4,3,0,0
GO:0044419,42,6,3,2,0,16,24,3,5
GO:0043207,32,5,2,2,0,14,19,1,4
GO:0043010,0,0,0,0,0,1,1,0,0
GO:0042330,17,3,0,0,0,5,6,2,5
GO:0042063,0,0,1,0,0,0,0,0,0
GO:0040011,17,3,0,0,0,5,6,2,5
GO:0035295,24,12,1,1,0,13,9,1,8
GO:0035272,0,0,0,1,0,0,1,0,1
GO:0035239,20,11,1,1,0,11,6,0,7
GO:0035148,0,0,1,1,0,1,1,0,1
GO:0031099,0,1,0,0,0,0,2,1,2
GO:0030900,1,0,2,0,0,1,2,0,0
GO:0030324,1,1,0,0,0,0,1,0,1
GO:0030323,1,1,0,0,0,0,1,0,1
GO:0022612,0,0,0,1,0,0,1,0,1
GO:0021955,0,0,1,0,0,0,0,0,0
GO:0021954,0,0,1,0,0,1,0,0,0
GO:0021953,0,0,1,0,0,2,0,1,0
GO:0021537,1,0,1,0,0,0,1,0,0
GO:0010001,0,0,1,0,0,0,0,0,0
GO:0009617,19,5,2,1,0,8,10,1,1
GO:0009607,39,8,4,2,0,15,21,1,5
GO:0008285,10,3,3,1,0,10,6,9,3
GO:0008283,6,2,1,1,0,2,2,2,2
GO:0007435,0,0,0,1,0,0,1,0,1
GO:0007431,0,0,0,1,0,0,1,0,1
GO:0007411,4,2,0,0,0,3,0,1,0
GO:0007409,5,2,1,0,0,3,0,1,0
GO:0006935,17,3,0,0,0,5,6,2,5
GO:0002065,3,2,0,0,0,0,1,0,2
GO:0001894,7,0,0,0,0,3,3,0,1
GO:0001708,0,0,0,0,0,0,0,1,0
GO:0000280,8,3,2,1,0,0,7,0,5
GO:0000278,17,4,2,1,0,4,10,2,5
GO:0044843,0,0,0,0,0,1,1,0,0
GO:0000082,0,0,0,0,0,1,1,0,0
GO:0004722,0,0,0,0,0,2,1,0,0
GO:0016776,0,0,0,0,0,2,2,0,1
GO:0004550,0,0,0,0,0,1,0,0,0
GO:0052689,1,0,1,0,0,0,0,0,1
GO:0036211,21,3,7,0,1,10,18,5,12
GO:0070647,9,1,3,0,1,7,6,1,1
GO:0032446,9,1,3,0,1,6,6,1,1
GO:0019842,1,0,1,0,0,0,2,0,0
GO:0070279,1,0,0,0,0,0,1,0,0
GO:0006767,2,0,0,0,0,1,1,0,0
GO:0006766,3,0,0,0,0,1,2,0,0
GO:0072524,1,0,0,0,0,0,1,0,0
GO:0042816,1,0,0,0,0,0,1,0,0
GO:1901615,5,0,2,0,0,5,8,2,6
GO:0006081,1,0,0,0,0,0,1,0,0
GO:0042822,1,0,0,0,0,0,1,0,0
GO:0042364,1,0,0,0,0,0,1,0,0
GO:0009110,1,0,0,0,0,0,1,0,0
GO:1901617,4,0,0,0,0,4,6,0,4
GO:0072525,2,0,0,0,0,0,1,1,0
GO:0042819,1,0,0,0,0,0,1,0,0
GO:0046184,1,0,0,0,0,0,1,0,0
GO:0042823,1,0,0,0,0,0,1,0,0
GO:0016311,2,0,0,0,0,2,0,2,5
GO:1901618,1,0,0,0,0,0,1,0,0
GO:0015850,1,0,0,0,0,0,0,0,0
GO:0015793,0,0,0,0,0,0,1,0,0
GO:0031966,14,2,1,2,0,8,14,2,6
GO:0005743,13,0,1,0,0,3,10,2,4
GO:0005740,14,2,2,2,0,9,14,2,6
GO:0098803,3,0,0,0,0,2,2,1,2
