,exon_skipping,alternative_donor_site,alternative_acceptor_site,intron_retention,mutually_exclusive_exon,alternative_first_exon,alternative_last_exon,mutually_exclusive_exon-alternative_first_exon,mutually_exclusive_exon-alternative_last_exon
GO:0070469,4,0,0,0,0,2,3,1,3
GO:0045273,2,0,0,0,0,0,2,0,1
GO:1990204,8,1,1,0,0,2,4,1,2
GO:0045281,2,0,0,0,0,0,2,0,1
GO:0045257,2,0,0,0,0,0,2,0,1
GO:0048870,20,5,2,0,0,6,11,3,5
GO:0060294,0,0,0,0,0,0,1,0,0
GO:0060285,0,0,0,0,0,0,1,0,0
GO:0036159,2,0,0,0,0,0,1,0,1
GO:0001539,0,0,0,0,0,0,1,0,0
GO:0030659,30,6,4,0,0,5,12,0,8
GO:0012506,30,6,4,0,0,6,12,0,8
GO:0099501,5,0,0,0,0,0,1,0,1
GO:0098793,7,0,0,0,0,1,1,0,1
GO:0070382,5,0,0,0,0,0,1,0,1
GO:0030672,5,0,0,0,0,0,1,0,1
GO:0030658,6,0,0,0,0,0,1,0,1
GO:0030133,9,0,2,0,0,2,5,0,2
GO:0008021,5,0,0,0,0,0,1,0,1
GO:0050878,2,0,2,0,0,4,2,0,1
GO:0050839,41,0,16,0,0,9,9,4,15
GO:0060589,5,0,0,0,0,1,3,1,2
GO:0030695,5,0,0,0,0,1,3,1,2
GO:0005178,4,0,2,0,0,1,3,1,2
GO:0008284,50,11,7,1,0,11,23,7,13
GO:1902533,26,5,10,6,0,14,19,10,12
GO:0016477,17,4,2,0,0,6,9,2,5
GO:0060341,19,2,5,1,0,6,10,8,5
GO:0032880,19,2,6,1,0,6,8,8,3
GO:0090066,4,1,2,0,0,1,4,0,2
GO:0051336,11,1,1,2,0,5,5,0,6
GO:0043085,18,4,2,2,0,12,12,3,5
GO:0045937,19,5,3,1,0,10,13,3,5
GO:0042327,15,5,1,1,0,10,14,3,4
GO:0010562,19,5,3,1,0,10,13,3,5
GO:0003013,5,2,0,0,0,4,3,0,1
GO:0051129,13,2,1,0,0,2,5,1,6
GO:2000146,5,3,7,0,0,2,0,9,2
GO:1990778,2,0,1,0,0,0,1,1,2
GO:1905476,1,0,0,0,0,0,0,2,0
GO:1905475,3,1,0,0,0,2,1,2,0
GO:1904950,1,0,0,0,0,1,0,1,0
GO:1903828,2,0,1,0,0,2,0,3,1
GO:1903533,0,0,0,0,0,1,1,0,2
GO:1901888,6,0,4,0,0,4,5,5,4
GO:1900025,1,0,0,0,0,0,0,0,0
GO:1900024,1,0,0,0,0,0,0,0,0
GO:0097746,0,1,0,0,0,0,2,0,1
GO:0090317,1,0,0,0,0,1,0,1,0
GO:0090313,0,0,0,0,0,1,1,0,0
GO:0090049,2,0,0,0,0,0,1,0,0
GO:0072659,1,0,1,0,0,0,1,0,1
GO:0071774,1,0,0,0,0,0,1,1,0
GO:0071363,6,0,0,1,0,4,4,1,1
GO:0070848,6,0,0,1,0,4,4,1,1
GO:0070373,0,0,0,1,0,0,1,0,0
GO:0070372,6,1,0,1,0,2,3,1,4
GO:0070201,10,0,1,1,0,4,7,6,3
GO:0051897,2,0,1,1,0,2,3,1,2
GO:0051896,2,0,1,1,0,3,3,1,3
GO:0051347,8,3,0,0,0,5,8,2,2
GO:0051247,34,4,7,4,0,19,23,4,9
GO:0051224,1,0,0,0,0,1,0,1,0
GO:0051223,10,0,1,1,0,4,7,6,3
GO:0051100,3,0,0,0,0,0,1,1,2
GO:0051098,3,0,1,1,0,0,2,2,4
GO:0051051,10,4,0,0,0,3,1,3,0
GO:0050673,2,0,0,1,0,0,2,0,0
GO:0048514,18,10,0,0,0,10,5,0,4
GO:0045860,4,3,0,0,0,5,8,2,2
GO:0045747,2,2,0,0,0,0,0,0,0
GO:0044344,1,0,0,0,0,0,1,1,0
GO:0043535,5,1,0,0,0,0,2,1,0
GO:0043393,0,0,1,0,0,0,1,0,1
GO:0040013,5,3,7,0,0,2,0,9,2
GO:0035924,0,0,0,1,0,0,1,0,0
GO:0035296,0,1,0,0,0,0,2,0,1
GO:0035150,0,1,0,0,0,0,2,0,1
GO:0033674,6,3,0,0,0,5,8,2,2
GO:0033157,3,0,0,1,0,4,3,2,2
GO:0032387,3,0,0,0,0,1,0,1,0
GO:0032386,5,0,0,1,0,5,5,2,4
GO:0032148,0,0,0,0,0,0,1,1,2
GO:0032147,0,0,0,0,0,1,4,1,2
GO:0032091,0,0,0,0,0,0,1,0,1
GO:0031401,15,4,2,1,0,12,15,2,4
GO:0030336,4,3,7,0,0,2,0,9,2
GO:0010812,1,0,0,0,0,0,0,0,0
GO:0010810,4,0,0,0,0,0,0,0,0
GO:0010634,8,1,0,0,0,0,3,1,0
GO:0010633,0,1,0,0,0,0,0,0,1
GO:0010632,8,2,0,0,0,0,3,1,2
GO:0010595,5,1,0,0,0,0,2,1,0
GO:0010594,5,1,0,0,0,0,2,1,0
GO:0008593,10,2,0,1,0,0,0,0,7
GO:0008015,5,2,0,0,0,4,3,0,1
GO:0007229,2,0,0,0,0,1,0,0,0
GO:0003018,0,1,0,0,0,0,2,0,1
GO:0002040,1,0,0,0,0,0,0,0,1
GO:0001944,18,10,0,0,0,10,6,0,4
GO:0001935,2,0,0,1,0,0,2,0,0
GO:0001934,11,4,1,1,0,10,11,3,4
GO:0001568,18,10,0,0,0,10,5,0,4
GO:0001525,18,10,0,0,0,10,3,0,4
GO:0005813,16,3,4,0,0,6,9,0,1
GO:0034451,4,0,0,0,0,1,2,1,0
GO:0001726,2,1,0,0,0,5,0,4,2
GO:0008175,2,0,0,0,0,0,2,0,1
GO:0016428,1,0,0,0,0,0,1,0,0
GO:0016427,1,0,0,0,0,0,1,0,0
GO:0030488,2,0,1,0,0,0,1,0,1
GO:0002020,3,2,1,0,0,4,2,0,5
GO:0089720,0,0,0,0,0,0,0,0,1
GO:0080134,64,5,10,3,0,12,40,13,14
GO:0032101,41,3,7,1,0,5,28,10,9
GO:0031347,35,2,7,0,0,5,22,11,6
GO:0032103,27,2,4,1,0,3,17,7,1
GO:0043254,5,0,0,2,0,3,6,0,5
GO:0002831,27,1,5,0,0,4,20,4,5
GO:0014070,18,2,1,2,0,10,4,2,8
GO:0031349,26,1,3,0,0,3,14,7,1
GO:0002833,18,0,3,0,0,2,12,4,1
GO:0045088,21,2,4,0,0,3,14,4,3
GO:0009615,10,0,1,0,0,8,8,0,2
GO:0031348,7,1,3,0,0,1,5,4,4
GO:0071407,6,2,0,2,0,2,3,0,6
GO:0032102,10,1,3,0,0,1,7,5,6
GO:0045089,18,0,3,0,0,2,12,4,1
GO:0001817,46,2,8,2,0,8,24,10,13
GO:0031333,2,0,0,0,0,0,2,0,2
GO:0002832,5,1,1,0,0,1,4,0,2
GO:0001819,31,1,5,2,0,8,18,3,9
GO:0043122,11,1,3,2,0,7,9,4,4
GO:0098586,3,1,1,0,0,0,2,0,0
GO:0062207,5,1,1,0,0,1,4,4,0
GO:0039531,0,0,0,0,0,1,0,0,0
GO:0050688,1,0,1,0,0,3,2,0,0
GO:0043124,3,0,0,0,0,1,3,0,0
GO:0032648,6,1,1,0,0,1,5,0,0
GO:0032479,10,1,2,0,0,1,6,0,0
GO:0071359,0,0,0,0,0,1,0,0,0
GO:0050687,0,0,0,0,0,1,0,0,0
GO:0043331,1,0,0,0,0,1,1,0,0
GO:0039532,0,0,0,0,0,1,0,0,0
GO:0032728,6,1,1,0,0,1,5,0,0
GO:0032481,7,1,1,0,0,1,5,0,0
GO:1990904,10,2,3,0,0,7,8,4,8
GO:0000287,1,1,1,0,0,0,1,1,0
GO:1901681,15,7,0,0,0,8,5,1,2
GO:0048487,1,0,0,0,0,0,0,0,0
GO:0015631,5,0,1,1,0,0,1,2,2
GO:0008201,14,6,0,0,0,8,3,0,2
GO:0008047,19,7,7,0,0,18,7,4,5
GO:0005539,17,6,0,0,0,9,5,0,2
GO:2001056,3,0,1,2,0,1,3,0,3
GO:2000116,4,0,1,2,0,1,3,0,4
GO:1905477,2,0,0,0,0,2,1,0,0
GO:1904951,4,0,1,1,0,2,4,1,2
GO:1903955,0,0,0,0,0,0,0,0,1
GO:1903829,11,0,3,1,0,4,4,1,2
GO:1903749,0,0,0,0,0,0,0,0,1
GO:1903747,0,0,0,0,0,0,0,0,2
GO:1903644,0,0,0,0,0,0,1,0,0
GO:1903332,0,0,0,0,0,0,1,0,0
GO:1903214,0,0,0,0,0,0,0,0,2
GO:0090316,2,0,0,1,0,3,3,0,1
GO:0090200,2,0,0,2,0,2,2,0,2
GO:0090199,2,0,0,2,0,2,2,0,2
GO:0071560,4,0,0,0,0,4,0,0,1
GO:0071559,4,0,0,0,0,4,0,0,1
GO:0052548,6,0,1,2,0,4,3,0,5
GO:0052547,6,1,2,2,0,4,3,0,5
GO:0051345,10,0,1,2,0,5,4,0,3
GO:0051222,4,0,1,1,0,2,4,1,2
GO:0051130,18,6,3,2,0,18,17,9,8
GO:0045862,12,0,3,3,0,6,6,0,4
GO:0043281,4,0,0,2,0,1,3,0,4
GO:0043280,2,0,0,2,0,1,3,0,3
GO:0043068,16,3,4,3,0,8,11,2,3
GO:0043065,16,3,4,3,0,8,11,2,3
GO:0032388,2,0,0,1,0,3,4,0,1
GO:0010952,5,0,1,2,0,4,3,0,3
GO:0010950,5,0,1,2,0,4,3,0,3
GO:0010942,16,3,4,3,0,8,11,2,3
GO:0010822,2,0,0,2,0,2,3,0,2
GO:0010821,4,0,0,2,0,2,3,3,2
GO:0010638,14,6,4,2,0,10,10,4,7
GO:0005035,0,0,0,0,0,1,0,0,0
GO:0012501,17,1,3,1,0,3,12,0,7
GO:0008219,17,1,3,1,0,3,12,0,7
GO:0006915,17,1,3,1,0,3,11,0,7
GO:0097190,5,0,1,1,0,0,5,0,3
GO:0009628,36,11,4,0,0,13,14,4,9
GO:0071496,6,1,0,0,0,1,4,0,1
GO:0104004,9,3,1,0,0,2,3,0,1
GO:0071260,2,0,0,0,0,1,1,0,1
GO:0071214,9,3,1,0,0,2,3,0,1
GO:0009612,5,1,0,0,0,1,2,0,1
GO:0006952,36,5,7,3,0,11,21,3,3
GO:0097193,1,0,0,2,0,0,1,0,1
GO:0070059,0,0,0,1,0,0,0,0,0
GO:0043123,8,1,3,2,0,6,6,4,4
GO:0034976,2,0,1,4,0,3,5,0,3
GO:0002357,4,1,2,1,0,0,2,0,0
GO:0002347,4,1,2,1,0,0,2,0,0
GO:0017171,2,0,0,0,0,0,4,0,0
GO:0008236,2,0,0,0,0,0,3,0,0
GO:0004175,4,0,0,0,0,0,3,0,0
GO:0005768,13,1,7,0,0,2,8,3,8
GO:0098857,6,1,0,0,0,3,7,1,3
GO:0045121,6,1,0,0,0,3,7,1,3
GO:0043202,1,0,0,0,0,0,0,0,1
GO:0055037,1,0,1,0,0,0,0,0,0
GO:0005126,23,7,2,0,0,12,10,1,4
GO:0032813,1,0,0,0,0,1,0,0,0
GO:0005125,10,1,1,1,0,2,3,0,1
GO:0015108,3,0,2,1,0,2,3,1,0
GO:0015103,3,0,2,1,0,2,3,1,0
GO:0008509,3,0,1,1,0,1,4,0,2
GO:0005254,3,0,2,1,0,2,3,1,0
GO:0005253,3,0,1,1,0,1,4,0,1
GO:0006811,10,1,3,1,0,3,11,5,3
GO:0034220,2,1,1,0,0,2,2,1,3
GO:0098660,2,1,1,0,0,1,1,1,3
GO:0006820,1,0,1,1,0,2,2,2,1
GO:0098542,16,1,3,1,0,9,13,0,5
GO:0051873,2,0,0,0,0,1,2,0,1
GO:0051838,2,0,0,0,0,1,2,0,0
GO:0051702,7,0,1,0,0,2,5,2,2
GO:0045087,8,0,3,1,0,6,7,0,3
GO:0044403,13,2,3,0,0,4,6,2,2
GO:0015698,1,0,1,1,0,2,2,2,2
GO:0006821,1,0,1,1,0,2,2,2,1
GO:0010498,9,0,3,0,0,5,4,0,0
GO:0015031,9,0,4,0,0,0,5,4,1
GO:0051649,21,5,9,1,0,7,15,6,8
GO:0046907,19,5,8,0,0,4,14,5,6
GO:0006886,9,0,3,0,0,0,4,4,2
GO:0072329,0,0,0,0,0,0,1,0,1
GO:0044242,1,0,0,0,0,0,1,0,2
GO:0009062,0,0,0,0,0,0,1,0,1
GO:0042579,6,0,2,0,0,5,3,0,2
GO:0005777,6,0,2,0,0,5,3,0,2
GO:0031907,1,0,0,0,0,0,1,0,0
GO:0005782,1,0,0,0,0,0,1,0,0
GO:0062012,7,1,2,0,0,2,2,3,5
GO:0010565,1,0,0,0,0,2,0,0,0
GO:0006397,5,1,1,0,0,3,1,1,3
GO:0008380,6,1,1,0,0,1,1,1,4
GO:0000377,3,0,1,0,0,1,0,1,3
GO:0000375,3,0,1,0,0,1,0,1,3
GO:0071826,2,0,0,1,0,1,1,0,2
GO:0022618,2,0,0,1,0,1,1,0,2
GO:0000398,3,0,1,0,0,1,0,1,3
GO:0000387,0,0,0,1,0,0,1,0,1
GO:0000245,0,0,0,0,0,0,0,0,1
GO:0120114,1,0,1,1,0,0,1,2,0
GO:0034719,0,0,0,0,0,0,0,0,1
GO:0097504,1,0,0,0,0,0,0,0,1
GO:1903507,52,3,10,3,2,34,16,14,19
GO:1902679,53,4,10,3,2,34,17,14,21
GO:0045892,52,3,10,3,2,34,16,14,19
GO:0016746,4,0,0,0,0,1,5,1,2
GO:0016747,4,0,0,0,0,2,5,1,2
GO:0016407,2,0,0,0,0,0,2,0,1
GO:0016410,2,0,0,0,0,0,2,0,1
GO:0008080,2,0,0,0,0,0,2,0,1
GO:0034212,2,0,0,0,0,0,2,0,1
GO:0061733,2,0,0,0,0,0,2,1,1
GO:0004402,2,0,0,0,0,0,2,1,1
GO:0010485,2,0,0,0,0,0,2,1,1
GO:0043997,1,0,0,0,0,0,1,0,1
GO:0006325,7,1,4,0,1,4,8,3,4
GO:0006338,8,0,3,0,0,1,6,3,5
GO:0051276,12,3,1,1,1,1,4,0,7
GO:0071824,4,0,0,0,0,2,1,1,0
GO:0065004,4,0,0,0,0,2,1,0,0
GO:0043543,2,0,0,0,0,0,2,1,2
GO:0006473,2,0,0,0,0,0,2,1,2
GO:0006475,2,0,0,0,0,0,2,1,2
GO:0034728,0,0,0,0,0,0,0,1,0
GO:0000781,1,0,1,1,1,0,1,1,2
GO:0005509,11,0,1,0,0,6,0,7,2
GO:0043269,6,4,0,0,1,1,3,0,0
GO:0010959,5,4,0,0,1,1,3,0,0
GO:1904062,3,0,0,0,1,1,2,0,0
GO:1903169,1,0,0,0,1,1,2,0,0
GO:0051924,4,4,0,0,1,1,3,0,0
GO:0034765,3,0,0,0,1,1,2,0,0
GO:1904063,1,0,0,0,0,0,0,0,0
GO:0043271,1,0,0,0,0,0,0,0,0
GO:0034766,1,0,0,0,0,0,0,0,0
GO:0034763,2,0,0,0,0,0,0,2,0
GO:0032413,1,0,0,0,0,0,0,0,0
GO:0032410,1,0,0,0,0,0,0,0,0
GO:0016197,2,2,2,0,0,1,0,0,0
GO:0008017,4,0,1,1,0,0,1,2,2
GO:0016893,1,0,0,0,0,0,0,0,0
GO:0016891,1,0,0,0,0,0,0,0,0
GO:0004549,1,0,0,0,0,0,0,0,0
GO:0004526,1,0,0,0,0,0,0,0,0
GO:0004521,1,0,0,0,0,0,0,0,0
GO:0140053,1,0,0,0,0,0,2,0,0
GO:0000959,0,0,0,0,0,0,1,0,0
GO:0098798,7,0,2,0,0,5,6,1,3
GO:1902555,1,0,0,0,0,0,0,0,0
GO:0030677,1,0,0,0,0,0,0,0,0
GO:0046332,6,0,0,0,2,3,0,1,0
GO:0070411,0,0,0,0,0,2,0,0,0
GO:0044389,6,0,0,0,0,10,4,0,6
GO:0031625,6,0,0,0,0,10,4,0,6
GO:0005160,0,0,0,0,0,1,0,0,0
GO:0140416,3,0,0,0,0,1,1,1,1
GO:0070697,0,0,0,0,0,1,0,0,0
GO:0070696,0,0,0,0,0,1,0,0,0
GO:0034713,0,0,0,0,0,1,0,0,0
GO:0033612,0,0,0,0,0,1,0,0,0
GO:0008013,6,0,0,1,0,1,4,1,1
GO:1990756,0,0,0,0,0,1,0,0,0
GO:0140767,1,0,0,0,0,1,0,0,0
GO:0060090,14,0,5,0,0,10,9,0,3
GO:0030674,7,0,2,0,0,9,3,0,3
GO:0090092,3,0,0,2,0,4,1,0,1
GO:0060390,0,0,0,0,0,1,0,0,0
GO:0090288,0,0,0,0,0,1,0,0,1
GO:0090101,0,0,0,1,0,1,1,0,1
GO:0030514,0,0,0,0,0,1,0,0,1
GO:0030510,0,0,0,0,0,2,0,0,1
GO:0060392,0,0,0,0,0,1,0,0,0
GO:1903844,3,0,0,1,0,2,1,0,0
GO:0017015,3,0,0,1,0,2,1,0,0
GO:0034616,0,0,0,1,0,1,1,0,0
GO:0034405,0,0,0,1,0,1,1,0,0
GO:0032926,0,0,0,0,0,1,0,0,1
GO:0032925,0,0,0,0,0,1,0,0,1
GO:0030512,0,0,0,1,0,1,1,0,0
GO:0000122,34,3,7,2,2,13,12,9,10
GO:0045732,6,0,4,1,0,1,3,0,0
GO:0034330,3,2,3,0,0,4,1,0,1
GO:2000060,5,0,2,1,0,2,2,0,0
GO:1903052,7,0,2,1,0,2,3,0,1
GO:1901800,6,0,2,1,0,1,3,0,0
GO:0033135,3,0,0,0,0,2,1,0,1
GO:0032436,4,0,2,1,0,1,2,0,0
GO:0010799,0,0,0,0,0,3,0,0,0
GO:0034329,4,1,3,0,0,3,1,0,1
GO:0045216,1,1,0,0,0,1,1,0,1
GO:0010717,4,0,0,0,0,3,0,2,1
GO:0042391,5,0,0,0,0,2,1,3,2
GO:0060373,0,0,0,0,0,1,0,0,0
GO:0051444,0,0,0,0,0,2,0,0,0
GO:0051438,0,0,0,0,0,2,0,0,0
GO:0043433,6,0,3,0,0,3,4,1,0
GO:0034333,0,0,0,0,0,1,0,0,0
GO:0034332,0,0,0,0,0,1,0,0,0
GO:0033137,0,0,0,0,0,1,0,0,0
GO:0031503,0,0,0,0,0,2,1,2,1
GO:0010944,0,0,0,0,0,1,0,0,0
GO:0010801,0,0,0,0,0,1,0,0,0
GO:0010719,1,0,0,0,0,1,0,1,0
GO:0007043,2,1,0,0,0,1,1,0,1
GO:0003254,0,0,0,0,0,1,0,0,0
GO:0070161,38,9,8,0,0,22,12,7,20
GO:0005912,14,6,4,0,0,10,4,0,6
GO:0005911,20,9,4,0,0,15,6,4,9
GO:0001650,5,0,1,0,0,1,5,0,1
GO:0071617,0,0,0,0,0,1,0,1,0
GO:0008374,0,0,0,0,0,0,1,1,0
GO:0042171,1,0,0,0,0,0,0,1,0
GO:0016411,2,0,0,0,0,0,1,1,0
GO:0003841,2,0,0,0,0,0,0,1,0
GO:0048193,6,1,0,0,0,0,3,1,0
GO:0006892,1,0,0,0,0,0,0,0,0
GO:0042581,6,1,1,0,0,3,2,0,1
GO:0035579,5,1,1,0,0,3,1,0,1
GO:0030667,8,1,2,0,0,3,4,0,5
GO:0010008,7,2,1,0,0,2,5,0,3
GO:0043292,1,0,0,0,0,0,1,0,0
GO:0030017,1,0,0,0,0,0,1,0,0
GO:0030016,1,0,0,0,0,0,1,0,0
GO:0017053,3,1,1,0,0,0,2,2,0
GO:0045171,4,1,1,0,0,0,4,0,0
GO:0006888,3,0,0,0,0,0,0,0,0
GO:0033116,2,0,0,0,0,0,2,0,1
GO:0005793,3,0,0,0,0,0,3,0,1
GO:0097747,0,0,0,0,0,0,0,0,1
GO:0034062,0,0,0,0,0,0,0,0,1
GO:0016779,1,1,0,0,0,0,2,0,1
GO:0003899,2,0,0,0,0,0,0,1,0
GO:1990234,16,1,4,2,0,8,14,2,9
GO:0061695,7,0,2,0,0,4,3,0,3
GO:0030880,3,0,1,0,0,3,1,0,1
GO:0000428,3,0,1,0,0,3,1,0,1
GO:0055029,2,0,1,0,0,3,1,0,1
GO:0070412,2,0,0,0,0,0,0,1,0
GO:0031901,0,0,0,0,0,0,0,0,1
GO:0005769,4,1,1,0,0,1,1,1,3
GO:0140313,7,0,0,0,0,2,6,1,0
GO:0140311,2,0,0,0,0,1,2,1,0
GO:0050699,3,0,0,0,0,0,0,2,0
GO:0046906,3,0,0,0,0,0,2,0,0
GO:0020037,3,0,0,0,0,0,2,0,0
GO:0008237,0,0,0,0,0,0,2,1,0
GO:0016765,2,0,0,0,0,0,1,0,0
GO:0004364,1,0,0,0,0,0,1,0,0
GO:0004497,0,1,0,0,0,0,1,0,0
GO:0042180,3,1,1,0,0,0,1,0,0
GO:0042908,1,0,0,0,0,0,0,0,1
GO:0045178,4,1,0,0,0,3,4,0,0
GO:0009925,4,1,0,0,0,3,4,0,0
GO:0038024,1,0,0,0,0,0,0,0,0
GO:1905952,5,1,2,0,0,1,2,3,1
GO:0055088,1,1,0,0,0,0,0,0,1
GO:0044872,0,1,0,0,0,0,0,0,1
GO:0042953,0,1,0,0,0,0,0,0,1
GO:0032368,4,1,2,0,0,0,1,3,1
GO:0007030,1,1,0,0,0,0,2,0,1
GO:0006643,14,0,0,0,0,14,1,3,7
GO:0032088,6,0,2,0,0,2,4,1,0
GO:0048872,6,0,3,0,0,1,3,0,1
GO:1905710,1,0,0,0,0,0,1,0,0
GO:0097191,3,0,1,0,0,2,3,0,1
GO:0090559,2,0,0,0,0,0,2,0,0
GO:0046902,2,0,0,0,0,0,2,0,0
GO:0035794,1,0,0,0,0,0,1,0,0
GO:0007006,5,0,0,0,0,3,3,1,0
GO:0007005,13,0,0,0,0,5,12,3,3
GO:0006839,2,0,0,0,0,0,3,0,0
GO:0001776,0,0,0,0,0,1,0,0,0
GO:0006310,2,0,0,0,0,1,1,0,4
GO:0043604,5,0,0,0,0,1,2,0,3
GO:0034645,11,1,1,1,0,2,8,2,8
GO:0043043,4,0,0,0,0,1,2,0,3
GO:0006518,4,0,0,0,0,3,2,0,3
GO:0006412,4,0,0,0,0,1,2,0,3
GO:0006413,2,0,0,0,0,0,1,0,2
GO:0002183,0,0,0,0,0,0,1,0,2
GO:0002181,1,0,0,0,0,0,1,0,3
GO:0045727,3,0,0,0,0,1,0,2,0
GO:0034250,3,0,0,0,0,1,0,2,0
GO:0016032,15,3,2,0,0,3,6,0,1
GO:0051099,0,0,1,1,0,0,1,1,2
GO:0019080,5,1,0,0,0,0,3,0,1
GO:0046942,0,0,1,0,0,0,1,0,3
GO:0016810,1,0,0,0,0,1,3,2,0
GO:0016811,0,0,0,0,0,1,2,2,0
GO:0033558,0,0,0,0,0,1,2,2,0
GO:0004407,0,0,0,0,0,1,2,2,0
GO:0000118,1,0,0,0,0,1,1,0,2
GO:0060548,22,3,7,1,0,8,10,6,5
GO:0043069,22,3,7,1,0,8,10,6,5
GO:0043066,23,3,7,1,0,9,10,6,5
GO:0072311,0,0,0,0,0,0,0,1,0
GO:0072112,0,0,0,0,0,0,0,1,0
GO:0072073,3,0,0,0,0,0,0,1,0
GO:0072010,0,0,0,0,0,0,0,1,0
GO:0072009,3,0,0,0,0,0,0,1,0
GO:0072006,3,0,0,0,0,0,1,1,1
GO:0072001,5,0,0,0,0,1,2,1,1
GO:0061318,0,0,0,0,0,0,0,1,0
GO:0061005,0,0,0,0,0,0,0,1,0
GO:0035850,0,0,0,0,0,0,0,1,0
GO:0032835,0,0,0,0,0,0,1,1,1
GO:0001822,5,0,0,0,0,1,2,1,1
GO:0042379,6,1,0,0,0,0,2,0,1
GO:0001664,19,2,2,0,0,1,5,5,2
GO:0008009,6,1,0,0,0,0,2,0,1
GO:0008373,3,1,0,0,0,0,3,0,1
GO:1903509,14,0,0,0,0,13,1,2,7
GO:0006664,14,0,0,0,0,13,1,2,7
GO:0006687,14,0,0,0,0,13,1,2,7
GO:0006665,14,0,0,0,0,14,1,3,7
GO:0044262,1,0,1,0,0,2,1,0,0
GO:0016051,6,1,0,0,0,1,4,0,2
GO:0044264,0,0,0,0,0,2,0,0,0
GO:0005976,0,0,0,0,0,2,0,1,0
GO:0044042,0,0,0,0,0,2,0,0,0
GO:0006073,0,0,0,0,0,2,0,0,0
GO:0006091,10,1,1,0,0,2,4,2,2
GO:0015980,9,1,0,0,0,2,3,2,1
GO:0006112,1,0,0,0,0,2,0,2,0
GO:0005977,0,0,0,0,0,2,0,0,0
GO:0140104,1,0,0,0,0,0,2,0,0
GO:0051169,5,1,2,0,0,1,2,1,0
GO:0006913,5,1,2,0,0,1,2,1,0
GO:0030036,5,0,2,0,0,6,5,3,2
GO:0030029,5,0,2,0,0,6,5,3,2
GO:0097435,5,0,2,0,0,3,2,4,1
GO:0007015,3,0,2,0,0,3,2,3,0
GO:0062098,1,0,0,0,0,2,0,0,1
GO:0060544,1,0,0,0,0,2,0,0,1
GO:0010939,1,0,0,0,0,2,0,0,1
GO:2001233,17,1,2,4,0,10,7,2,8
GO:2001234,11,1,3,1,0,4,3,1,5
GO:2001236,6,1,1,1,0,6,2,1,7
GO:0031264,1,0,0,0,0,3,0,0,1
GO:2001237,3,1,1,0,0,4,1,1,5
GO:0019104,1,1,0,0,0,0,1,0,0
GO:0006284,1,1,0,0,0,0,1,0,0
GO:0003823,4,0,0,0,0,0,3,0,0
GO:0042287,4,0,2,0,0,1,4,0,1
GO:0042605,1,0,0,0,0,0,0,0,0
GO:0051082,1,0,0,0,0,0,0,0,0
GO:0062061,1,0,0,0,0,0,0,0,0
GO:0046979,1,0,0,0,0,0,0,0,0
GO:0046978,1,0,0,0,0,0,0,0,0
GO:0046977,1,0,0,0,0,0,0,0,0
GO:0042288,2,0,2,0,0,0,0,0,1
GO:0019882,9,2,2,0,0,0,1,0,0
GO:0002396,1,0,0,0,0,0,0,0,0
GO:0048002,3,0,0,0,0,0,0,0,0
GO:0002397,1,0,0,0,0,0,0,0,0
GO:0002474,1,0,0,0,0,0,0,0,0
GO:0042824,1,0,0,0,0,0,0,0,0
GO:0030139,13,4,0,0,0,0,3,0,0
GO:0030666,13,4,0,0,0,0,2,0,0
GO:0045335,1,0,0,0,0,0,1,0,0
GO:0030670,1,0,0,0,0,0,0,0,0
GO:0005096,3,0,0,0,0,1,2,0,1
GO:0007186,8,2,3,0,0,3,6,7,3
GO:0043177,0,0,1,0,0,0,1,0,0
GO:0031406,0,0,1,0,0,0,1,0,0
GO:0005231,0,0,0,0,0,0,0,0,1
GO:0034708,4,0,1,1,0,2,4,1,1
GO:0034518,1,0,0,0,0,0,0,0,0
GO:0140030,5,2,1,0,0,2,7,1,1
GO:0042393,7,0,1,0,0,0,5,2,2
GO:0140034,2,0,1,0,0,0,3,1,1
GO:0035064,2,0,1,0,0,0,3,1,1
GO:0005938,5,0,0,0,0,4,4,1,0
GO:0032156,1,0,0,0,0,1,1,1,0
GO:0000793,8,3,0,0,0,2,5,1,1
GO:0000779,7,3,0,0,0,2,4,1,0
GO:0000776,7,3,0,0,0,1,4,1,0
GO:0005770,1,1,1,0,0,0,0,1,1
GO:2000178,0,0,0,0,0,0,0,1,0
GO:2000177,0,0,0,0,0,0,0,1,0
GO:0051960,7,2,2,0,0,6,4,7,2
GO:0050767,4,2,1,0,0,2,0,2,1
GO:0051962,4,0,2,0,0,5,4,5,1
GO:0050769,1,0,1,0,0,1,0,0,0
GO:0045687,0,0,1,0,0,0,0,0,0
GO:0045685,2,0,1,0,0,0,0,1,0
GO:0014015,0,0,1,0,0,0,0,0,0
GO:0014013,0,0,1,0,0,0,0,0,0
GO:0016052,1,0,2,0,0,0,1,0,0
GO:0044275,1,0,1,0,0,0,1,0,0
GO:0009311,4,1,0,0,0,0,3,0,3
GO:0017124,12,0,5,0,0,0,2,0,0
GO:0030055,23,0,3,0,0,7,5,1,11
GO:0005925,23,0,3,0,0,7,5,1,11
GO:0005085,1,0,0,0,0,0,1,1,1
GO:0140597,1,0,0,0,0,0,2,0,0
GO:0032977,1,0,0,0,0,0,2,0,0
GO:0045050,1,0,0,0,0,0,1,0,1
